packet_id,symbol,feed_type,source_clock,canonical_utc,drift_ms
pkt_1h_518,BTC-USD,L1,1765540350.7400663,2025-12-12T11:52:30.752957Z,12.890963239146286
pkt_1h_519,BTC-USD,L1,1765540351.7400663,2025-12-12T11:52:31.752237Z,12.170637739980029
pkt_1h_520,BTC-USD,L1,1765540352.7400663,2025-12-12T11:52:32.750425Z,10.358924226976256
pkt_1h_521,BTC-USD,L1,1765540353.7400663,2025-12-12T11:52:33.751644Z,11.577461483178446
pkt_1h_522,BTC-USD,L1,1765540354.7400663,2025-12-12T11:52:34.748146Z,8.079897301665577
pkt_1h_523,BTC-USD,L1,1765540355.7400663,2025-12-12T11:52:35.760142Z,20.075966580365762
pkt_1h_524,BTC-USD,L1,1765540356.7400663,2025-12-12T11:52:36.749339Z,9.272576998456772
pkt_1h_525,BTC-USD,L1,1765540357.7400663,2025-12-12T11:52:37.748418Z,8.352135351003009
pkt_1h_526,BTC-USD,L1,1765540358.7400663,2025-12-12T11:52:38.751254Z,11.187269993416646
pkt_1h_527,BTC-USD,L1,1765540359.7400663,2025-12-12T11:52:39.750673Z,10.606306034585865
pkt_1h_528,BTC-USD,L1,1765540360.7400663,2025-12-12T11:52:40.746923Z,6.8568002465523605
pkt_1h_529,BTC-USD,L1,1765540361.7400663,2025-12-12T11:52:41.748517Z,8.450373509254543
pkt_1h_530,BTC-USD,L1,1765540362.7400663,2025-12-12T11:52:42.748639Z,8.573056911023558
pkt_1h_531,BTC-USD,L1,1765540363.7400663,2025-12-12T11:52:43.752411Z,12.344486779286802
pkt_1h_532,BTC-USD,L1,1765540364.7400663,2025-12-12T11:52:44.756611Z,16.544253601932507
pkt_1h_533,BTC-USD,L1,1765540365.7400663,2025-12-12T11:52:45.755558Z,15.492088098099897
pkt_1h_534,BTC-USD,L1,1765540366.7400663,2025-12-12T11:52:46.750909Z,10.842583509669801
pkt_1h_535,BTC-USD,L1,1765540367.7400663,2025-12-12T11:52:47.746995Z,6.929118708129102
pkt_1h_536,BTC-USD,L1,1765540368.7400663,2025-12-12T11:52:48.750504Z,10.437973379243136
pkt_1h_537,BTC-USD,L1,1765540369.7400663,2025-12-12T11:52:49.753682Z,13.615618799515975
pkt_1h_538,BTC-USD,L1,1765540370.7400663,2025-12-12T11:52:50.762620Z,22.554263870200305
pkt_1h_539,BTC-USD,L1,1765540371.7400663,2025-12-12T11:52:51.744268Z,4.202142376174018
pkt_1h_540,BTC-USD,L1,1765540372.7400663,2025-12-12T11:52:52.745401Z,5.3348474198462155
pkt_1h_541,BTC-USD,L1,1765540373.7400663,2025-12-12T11:52:53.756293Z,16.226676603052653
pkt_1h_542,BTC-USD,L1,1765540374.7400663,2025-12-12T11:52:54.758573Z,18.506626822808755
pkt_1h_543,BTC-USD,L1,1765540375.7400663,2025-12-12T11:52:55.748515Z,8.448444460968762
pkt_1h_544,BTC-USD,L1,1765540376.7400663,2025-12-12T11:52:56.749388Z,9.32158532633995
pkt_1h_545,BTC-USD,L1,1765540377.7400663,2025-12-12T11:52:57.756923Z,16.857111236149716
pkt_1h_546,BTC-USD,L1,1765540378.7400663,2025-12-12T11:52:58.745423Z,5.356403558308464
pkt_1h_547,BTC-USD,L1,1765540379.7400663,2025-12-12T11:52:59.752002Z,11.936159346955659
pkt_1h_548,BTC-USD,L1,1765540380.7400663,2025-12-12T11:53:00.750983Z,10.917011422999838
pkt_1h_549,BTC-USD,L1,1765540381.7400663,2025-12-12T11:53:01.751115Z,11.048658025134616
pkt_1h_550,BTC-USD,L1,1765540382.7400663,2025-12-12T11:53:02.754240Z,14.173492208349714
pkt_1h_551,BTC-USD,L1,1765540383.7400663,2025-12-12T11:53:03.761231Z,21.16453138301524
pkt_1h_552,BTC-USD,L1,1765540384.7400663,2025-12-12T11:53:04.750785Z,10.71874898059584
pkt_1h_553,BTC-USD,L1,1765540385.7400663,2025-12-12T11:53:05.741896Z,1.8299094037173784
pkt_1h_554,BTC-USD,L1,1765540386.7400663,2025-12-12T11:53:06.747423Z,7.356530798360518
pkt_1h_555,BTC-USD,L1,1765540387.7400663,2025-12-12T11:53:07.753103Z,13.037042708967352
pkt_1h_556,BTC-USD,L1,1765540388.7400663,2025-12-12T11:53:08.756760Z,16.693629300547457
pkt_1h_557,BTC-USD,L1,1765540389.7400663,2025-12-12T11:53:09.751457Z,11.390718750874287
pkt_1h_558,BTC-USD,L1,1765540390.7400663,2025-12-12T11:53:10.746986Z,6.919487728340394
pkt_1h_559,BTC-USD,L1,1765540391.7400663,2025-12-12T11:53:11.745100Z,5.033905691004554
pkt_1h_560,BTC-USD,L1,1765540392.7400663,2025-12-12T11:53:12.756649Z,16.582393607537277
pkt_1h_561,BTC-USD,L1,1765540393.7400663,2025-12-12T11:53:13.755819Z,15.752444669127721
pkt_1h_562,BTC-USD,L1,1765540394.7400663,2025-12-12T11:53:14.751827Z,11.7609396322977
pkt_1h_563,BTC-USD,L1,1765540395.7400663,2025-12-12T11:53:15.750263Z,10.197086460268153
pkt_1h_564,BTC-USD,L1,1765540396.7400663,2025-12-12T11:53:16.751444Z,11.37806901626626
pkt_1h_565,BTC-USD,L1,1765540397.7400663,2025-12-12T11:53:17.747674Z,7.6074734476678
pkt_1h_566,BTC-USD,L1,1765540398.7400663,2025-12-12T11:53:18.751453Z,11.386652889576242
pkt_1h_567,BTC-USD,L1,1765540399.7400663,2025-12-12T11:53:19.753153Z,13.086232142637636
pkt_1h_568,BTC-USD,L1,1765540400.7400663,2025-12-12T11:53:20.754966Z,14.899984742946378
pkt_1h_569,BTC-USD,L1,1765540401.7400663,2025-12-12T11:53:21.750507Z,10.44025536318065
pkt_1h_570,BTC-USD,L1,1765540402.7400663,2025-12-12T11:53:22.755635Z,15.568453725398806
pkt_1h_571,BTC-USD,L1,1765540403.7400663,2025-12-12T11:53:23.749026Z,8.959731022570605
pkt_1h_572,BTC-USD,L1,1765540404.7400663,2025-12-12T11:53:24.751694Z,11.628217237234889
pkt_1h_573,BTC-USD,L1,1765540405.7400663,2025-12-12T11:53:25.747862Z,7.795322720426858
pkt_1h_574,BTC-USD,L1,1765540406.7400663,2025-12-12T11:53:26.743732Z,3.665962600424569
pkt_1h_575,BTC-USD,L1,1765540407.7400663,2025-12-12T11:53:27.748988Z,8.922090185417094
pkt_1h_576,BTC-USD,L1,1765540408.7400663,2025-12-12T11:53:28.747183Z,7.116423619228398
pkt_1h_577,BTC-USD,L1,1765540409.7400663,2025-12-12T11:53:29.744956Z,4.889666474736559
pkt_1h_578,BTC-USD,L1,1765540410.7400663,2025-12-12T11:53:30.756760Z,16.69360121734815
pkt_1h_579,BTC-USD,L1,1765540411.7400663,2025-12-12T11:53:31.745093Z,5.026646663617534
pkt_1h_580,BTC-USD,L1,1765540412.7400663,2025-12-12T11:53:32.788183Z,48.11681979912287
pkt_1h_581,BTC-USD,L1,1765540413.7400663,2025-12-12T11:53:33.759829Z,19.762822847818285
pkt_1h_582,BTC-USD,L1,1765540414.7400663,2025-12-12T11:53:34.746963Z,6.896438563345082
pkt_1h_583,BTC-USD,L1,1765540415.7400663,2025-12-12T11:53:35.751456Z,11.389800461888068
pkt_1h_584,BTC-USD,L1,1765540416.7400663,2025-12-12T11:53:36.754447Z,14.380739098551125
pkt_1h_585,BTC-USD,L1,1765540417.7400663,2025-12-12T11:53:37.758824Z,18.757337266829907
pkt_1h_586,BTC-USD,L1,1765540418.7400663,2025-12-12T11:53:38.751796Z,11.729361318220958
pkt_1h_587,BTC-USD,L1,1765540419.7400663,2025-12-12T11:53:39.752064Z,11.998017169792723
pkt_1h_588,BTC-USD,L1,1765540420.7400663,2025-12-12T11:53:40.756443Z,16.376916665548297
pkt_1h_589,BTC-USD,L1,1765540421.7400663,2025-12-12T11:53:41.763138Z,23.071371801839952
pkt_1h_590,BTC-USD,L1,1765540422.7400663,2025-12-12T11:53:42.743268Z,3.2020441291146646
pkt_1h_591,BTC-USD,L1,1765540423.7400663,2025-12-12T11:53:43.750540Z,10.474026730650412
pkt_1h_592,BTC-USD,L1,1765540424.7400663,2025-12-12T11:53:44.750586Z,10.519932234398878
pkt_1h_593,BTC-USD,L1,1765540425.7400663,2025-12-12T11:53:45.749502Z,9.43614459512854
pkt_1h_594,BTC-USD,L1,1765540426.7400663,2025-12-12T11:53:46.749167Z,9.100655453909663
pkt_1h_595,BTC-USD,L1,1765540427.7400663,2025-12-12T11:53:47.753598Z,13.531374146644472
pkt_1h_596,BTC-USD,L1,1765540428.7400663,2025-12-12T11:53:48.755146Z,15.079701823978835
pkt_1h_597,BTC-USD,L1,1765540429.7400663,2025-12-12T11:53:49.763359Z,23.29311294031308
pkt_1h_598,BTC-USD,L1,1765540430.7400663,2025-12-12T11:53:50.751415Z,11.348618049250364
pkt_1h_599,BTC-USD,L1,1765540431.7400663,2025-12-12T11:53:51.749216Z,9.15007643513877
pkt_1h_600,BTC-USD,L1,1765540432.7400663,2025-12-12T11:53:52.754354Z,14.287456247365114
pkt_1h_601,BTC-USD,L1,1765540433.7400663,2025-12-12T11:53:53.743912Z,3.846074446383801
pkt_1h_602,BTC-USD,L1,1765540434.7400663,2025-12-12T11:53:54.756594Z,16.527416067678786
pkt_1h_603,BTC-USD,L1,1765540435.7400663,2025-12-12T11:53:55.751331Z,11.264206914038615
pkt_1h_604,BTC-USD,L1,1765540436.7400663,2025-12-12T11:53:56.750104Z,10.037846059347837
pkt_1h_605,BTC-USD,L1,1765540437.7400663,2025-12-12T11:53:57.754191Z,14.12463198450303
pkt_1h_606,BTC-USD,L1,1765540438.7400663,2025-12-12T11:53:58.753868Z,13.801735415111798
pkt_1h_607,BTC-USD,L1,1765540439.7400663,2025-12-12T11:53:59.754601Z,14.535225527401712
pkt_1h_608,BTC-USD,L1,1765540440.7400663,2025-12-12T11:54:00.752378Z,12.312161785068907
pkt_1h_609,BTC-USD,L1,1765540441.7400663,2025-12-12T11:54:01.759107Z,19.040296877045716
pkt_1h_610,BTC-USD,L1,1765540442.7400663,2025-12-12T11:54:02.749437Z,9.37093186809437
pkt_1h_611,BTC-USD,L1,1765540443.7400663,2025-12-12T11:54:03.753924Z,13.858173061472476
pkt_1h_612,BTC-USD,L1,1765540444.7400663,2025-12-12T11:54:04.756012Z,15.946020005739054
pkt_1h_613,BTC-USD,L1,1765540445.7400663,2025-12-12T11:54:05.749962Z,9.896093496030815
pkt_1h_614,BTC-USD,L1,1765540446.7400663,2025-12-12T11:54:06.758209Z,18.142121006326192
pkt_1h_615,BTC-USD,L1,1765540447.7400663,2025-12-12T11:54:07.753154Z,13.087779363298914
pkt_1h_616,BTC-USD,L1,1765540448.7400663,2025-12-12T11:54:08.750009Z,9.94257884509658
pkt_1h_617,BTC-USD,L1,1765540449.7400663,2025-12-12T11:54:09.746962Z,6.895447055576563
pkt_1h_618,BTC-USD,L1,1765540450.7400663,2025-12-12T11:54:10.755061Z,14.99509916054603
pkt_1h_619,BTC-USD,L1,1765540451.7400663,2025-12-12T11:54:11.742786Z,2.7202229476729443
pkt_1h_620,BTC-USD,L1,1765540452.7400663,2025-12-12T11:54:12.745553Z,5.486268200272428
pkt_1h_621,BTC-USD,L1,1765540453.7400663,2025-12-12T11:54:13.758487Z,18.421107378574312
pkt_1h_622,BTC-USD,L1,1765540454.7400663,2025-12-12T11:54:14.753212Z,13.145785091876867
pkt_1h_623,BTC-USD,L1,1765540455.7400663,2025-12-12T11:54:15.752699Z,12.632264716500709
pkt_1h_624,BTC-USD,L1,1765540456.7400663,2025-12-12T11:54:16.755245Z,15.179030813050861
pkt_1h_625,BTC-USD,L1,1765540457.7400663,2025-12-12T11:54:17.755065Z,14.99881544059395
pkt_1h_626,BTC-USD,L1,1765540458.7400663,2025-12-12T11:54:18.750662Z,10.595220945739218
pkt_1h_627,BTC-USD,L1,1765540459.7400663,2025-12-12T11:54:19.756617Z,16.551118611163428
pkt_1h_628,BTC-USD,L1,1765540460.7400663,2025-12-12T11:54:20.750490Z,10.4240061254731
pkt_1h_629,BTC-USD,L1,1765540461.7400663,2025-12-12T11:54:21.748851Z,8.784525628159727
pkt_1h_630,BTC-USD,L1,1765540462.7400663,2025-12-12T11:54:22.754070Z,14.003227467011568
pkt_1h_631,BTC-USD,L1,1765540463.7400663,2025-12-12T11:54:23.750028Z,9.961560122505507
pkt_1h_632,BTC-USD,L1,1765540464.7400663,2025-12-12T11:54:24.757425Z,17.358924532437793
pkt_1h_633,BTC-USD,L1,1765540465.7400663,2025-12-12T11:54:25.751715Z,11.648465558038056
pkt_1h_634,BTC-USD,L1,1765540466.7400663,2025-12-12T11:54:26.752506Z,12.439737539950817
pkt_1h_635,BTC-USD,L1,1765540467.7400663,2025-12-12T11:54:27.757942Z,17.876004755366836
pkt_1h_636,BTC-USD,L1,1765540468.7400663,2025-12-12T11:54:28.759706Z,19.640129664351313
pkt_1h_637,BTC-USD,L1,1765540469.7400663,2025-12-12T11:54:29.748315Z,8.248544642263662
pkt_1h_638,BTC-USD,L1,1765540470.7400663,2025-12-12T11:54:30.749324Z,9.258086588666643
pkt_1h_639,BTC-USD,L1,1765540471.7400663,2025-12-12T11:54:31.747116Z,7.049412469775757
pkt_1h_640,BTC-USD,L1,1765540472.7400663,2025-12-12T11:54:32.749092Z,9.025691839417803
pkt_1h_641,BTC-USD,L1,1765540473.7400663,2025-12-12T11:54:33.755089Z,15.022979797874207
pkt_1h_642,BTC-USD,L1,1765540474.7400663,2025-12-12T11:54:34.780344Z,40.27780374875495
pkt_1h_643,BTC-USD,L1,1765540475.7400663,2025-12-12T11:54:35.748962Z,8.89606500298391
pkt_1h_644,BTC-USD,L1,1765540476.7400663,2025-12-12T11:54:36.741066Z,1.0
pkt_1h_645,BTC-USD,L1,1765540477.7400663,2025-12-12T11:54:37.761544Z,21.477562761435426
pkt_1h_646,BTC-USD,L1,1765540478.7400663,2025-12-12T11:54:38.755075Z,15.008679608518568
pkt_1h_647,BTC-USD,L1,1765540479.7400663,2025-12-12T11:54:39.758895Z,18.82899250241818
pkt_1h_648,BTC-USD,L1,1765540480.7400663,2025-12-12T11:54:40.746209Z,6.143125186169765
pkt_1h_649,BTC-USD,L1,1765540481.7400663,2025-12-12T11:54:41.748822Z,8.756138309379946
pkt_1h_650,BTC-USD,L1,1765540482.7400663,2025-12-12T11:54:42.753254Z,13.18790357668453
pkt_1h_651,BTC-USD,L1,1765540483.7400663,2025-12-12T11:54:43.747811Z,7.744490154526068
pkt_1h_652,BTC-USD,L1,1765540484.7400663,2025-12-12T11:54:44.752900Z,12.833278554641682
pkt_1h_653,BTC-USD,L1,1765540485.7400663,2025-12-12T11:54:45.752023Z,11.956241286069197
pkt_1h_654,BTC-USD,L1,1765540486.7400663,2025-12-12T11:54:46.746943Z,6.87625432053043
pkt_1h_655,BTC-USD,L1,1765540487.7400663,2025-12-12T11:54:47.746898Z,6.8320905260383125
pkt_1h_656,BTC-USD,L1,1765540488.7400663,2025-12-12T11:54:48.753043Z,12.97686378426623
pkt_1h_657,BTC-USD,L1,1765540489.7400663,2025-12-12T11:54:49.749350Z,9.283434928471419
pkt_1h_658,BTC-USD,L1,1765540490.7400663,2025-12-12T11:54:50.756484Z,16.417441943524842
pkt_1h_659,BTC-USD,L1,1765540491.7400663,2025-12-12T11:54:51.748825Z,8.758359585610997
pkt_1h_660,BTC-USD,L1,1765540492.7400663,2025-12-12T11:54:52.753498Z,13.431873418656547
pkt_1h_661,BTC-USD,L1,1765540493.7400663,2025-12-12T11:54:53.772828Z,32.76173457007213
pkt_1h_662,BTC-USD,L1,1765540494.7400663,2025-12-12T11:54:54.754637Z,14.570469782765912
pkt_1h_663,BTC-USD,L1,1765540495.7400663,2025-12-12T11:54:55.748836Z,8.769301995655695
pkt_1h_664,BTC-USD,L1,1765540496.7400663,2025-12-12T11:54:56.751481Z,11.414326730845257
pkt_1h_665,BTC-USD,L1,1765540497.7400663,2025-12-12T11:54:57.750904Z,10.837832052579987
pkt_1h_666,BTC-USD,L1,1765540498.7400663,2025-12-12T11:54:58.745536Z,5.469501008161587
pkt_1h_667,BTC-USD,L1,1765540499.7400663,2025-12-12T11:54:59.757259Z,17.19246448153429
pkt_1h_668,BTC-USD,L1,1765540500.7400663,2025-12-12T11:55:00.748265Z,8.198692150340744
pkt_1h_669,BTC-USD,L1,1765540501.7400663,2025-12-12T11:55:01.745902Z,5.835228281946913
pkt_1h_670,BTC-USD,L1,1765540502.7400663,2025-12-12T11:55:02.754822Z,14.75543875481349
pkt_1h_671,BTC-USD,L1,1765540503.7400663,2025-12-12T11:55:03.753685Z,13.618670151306718
pkt_1h_672,BTC-USD,L1,1765540504.7400663,2025-12-12T11:55:04.757024Z,16.957494642378936
pkt_1h_673,BTC-USD,L1,1765540505.7400663,2025-12-12T11:55:05.756683Z,16.616315800408668
pkt_1h_674,BTC-USD,L1,1765540506.7400663,2025-12-12T11:55:06.748317Z,8.25110589831699
pkt_1h_675,BTC-USD,L1,1765540507.7400663,2025-12-12T11:55:07.745669Z,5.602249124791701
pkt_1h_676,BTC-USD,L1,1765540508.7400663,2025-12-12T11:55:08.756720Z,16.653404642001135
pkt_1h_677,BTC-USD,L1,1765540509.7400663,2025-12-12T11:55:09.798287Z,58.22091342299029
pkt_1h_678,BTC-USD,L1,1765540510.7400663,2025-12-12T11:55:10.754375Z,14.308863664823171
pkt_1h_679,BTC-USD,L1,1765540511.7400663,2025-12-12T11:55:11.758000Z,17.933279549534
pkt_1h_680,BTC-USD,L1,1765540512.7400663,2025-12-12T11:55:12.748652Z,8.585820493400242
pkt_1h_681,BTC-USD,L1,1765540513.7400663,2025-12-12T11:55:13.748317Z,8.250895672033938
pkt_1h_682,BTC-USD,L1,1765540514.7400663,2025-12-12T11:55:14.754660Z,14.593750757266758
pkt_1h_683,BTC-USD,L1,1765540515.7400663,2025-12-12T11:55:15.751821Z,11.754425795723463
pkt_1h_684,BTC-USD,L1,1765540516.7400663,2025-12-12T11:55:16.750564Z,10.497987582464116
pkt_1h_685,BTC-USD,L1,1765540517.7400663,2025-12-12T11:55:17.743765Z,3.6984785821837196
pkt_1h_686,BTC-USD,L1,1765540518.7400663,2025-12-12T11:55:18.756448Z,16.381630481747756
pkt_1h_687,BTC-USD,L1,1765540519.7400663,2025-12-12T11:55:19.750221Z,10.154682351944187
pkt_1h_688,BTC-USD,L1,1765540520.7400663,2025-12-12T11:55:20.758494Z,18.427657832270224
pkt_1h_689,BTC-USD,L1,1765540521.7400663,2025-12-12T11:55:21.754168Z,14.10184307989173
pkt_1h_690,BTC-USD,L1,1765540522.7400663,2025-12-12T11:55:22.752069Z,12.0021662823263
pkt_1h_691,BTC-USD,L1,1765540523.7400663,2025-12-12T11:55:23.750204Z,10.138134465693874
pkt_1h_692,BTC-USD,L1,1765540524.7400663,2025-12-12T11:55:24.758958Z,18.891632398081363
pkt_1h_693,BTC-USD,L1,1765540525.7400663,2025-12-12T11:55:25.751791Z,11.724251368870073
pkt_1h_694,BTC-USD,L1,1765540526.7400663,2025-12-12T11:55:26.756343Z,16.276867767480528
pkt_1h_695,BTC-USD,L1,1765540527.7400663,2025-12-12T11:55:27.756119Z,16.052192586133085
pkt_1h_696,BTC-USD,L1,1765540528.7400663,2025-12-12T11:55:28.752642Z,12.575301163023262
pkt_1h_697,BTC-USD,L1,1765540529.7400663,2025-12-12T11:55:29.750317Z,10.250972116592472
pkt_1h_698,BTC-USD,L1,1765540530.7400663,2025-12-12T11:55:30.752884Z,12.817466902771015
pkt_1h_699,BTC-USD,L1,1765540531.7400663,2025-12-12T11:55:31.753897Z,13.831223433158682
pkt_1h_700,BTC-USD,L1,1765540532.7400663,2025-12-12T11:55:32.754341Z,14.275090903868971
pkt_1h_701,BTC-USD,L1,1765540533.7400663,2025-12-12T11:55:33.754380Z,14.313859327733974
pkt_1h_702,BTC-USD,L1,1765540534.7400663,2025-12-12T11:55:34.752814Z,12.747205099741919
pkt_1h_703,BTC-USD,L1,1765540535.7400663,2025-12-12T11:55:35.760395Z,20.32878451368495
pkt_1h_704,BTC-USD,L1,1765540536.7400663,2025-12-12T11:55:36.753853Z,13.786199216609438
pkt_1h_705,BTC-USD,L1,1765540537.7400663,2025-12-12T11:55:37.748842Z,8.775393518391894
pkt_1h_706,BTC-USD,L1,1765540538.7400663,2025-12-12T11:55:38.751908Z,11.841187229269202
pkt_1h_707,BTC-USD,L1,1765540539.7400663,2025-12-12T11:55:39.748103Z,8.03700572811404
pkt_1h_708,BTC-USD,L1,1765540540.7400663,2025-12-12T11:55:40.756432Z,16.365959734927166
pkt_1h_709,BTC-USD,L1,1765540541.7400663,2025-12-12T11:55:41.748198Z,8.131622155777162
pkt_1h_710,BTC-USD,L1,1765540542.7400663,2025-12-12T11:55:42.754440Z,14.373996472383354
pkt_1h_711,BTC-USD,L1,1765540543.7400663,2025-12-12T11:55:43.756607Z,16.54026469618336
pkt_1h_712,BTC-USD,L1,1765540544.7400663,2025-12-12T11:55:44.746512Z,6.445920873614143
pkt_1h_713,BTC-USD,L1,1765540545.7400663,2025-12-12T11:55:45.754794Z,14.728005050141169
pkt_1h_714,BTC-USD,L1,1765540546.7400663,2025-12-12T11:55:46.757843Z,17.77676855704963
pkt_1h_715,BTC-USD,L1,1765540547.7400663,2025-12-12T11:55:47.757552Z,17.48569181995139
pkt_1h_716,BTC-USD,L1,1765540548.7400663,2025-12-12T11:55:48.754054Z,13.988100771036844
pkt_1h_717,BTC-USD,L1,1765540549.7400663,2025-12-12T11:55:49.748377Z,8.311117618932414
pkt_1h_718,BTC-USD,L1,1765540550.7400663,2025-12-12T11:55:50.750575Z,10.50819829192668
pkt_1h_719,BTC-USD,L1,1765540551.7400663,2025-12-12T11:55:51.751342Z,11.275653558340094
pkt_1h_720,BTC-USD,L1,1765540552.7400663,2025-12-12T11:55:52.759709Z,19.64307547359921
pkt_1h_721,BTC-USD,L1,1765540553.7400663,2025-12-12T11:55:53.756750Z,16.68415209182345
pkt_1h_722,BTC-USD,L1,1765540554.7400663,2025-12-12T11:55:54.750905Z,10.838604701044321
pkt_1h_723,BTC-USD,L1,1765540555.7400663,2025-12-12T11:55:55.752934Z,12.867683831226884
pkt_1h_724,BTC-USD,L1,1765540556.7400663,2025-12-12T11:55:56.760234Z,20.168000831701143
pkt_1h_725,BTC-USD,L1,1765540557.7400663,2025-12-12T11:55:57.755216Z,15.150050213780046
pkt_1h_726,BTC-USD,L1,1765540558.7400663,2025-12-12T11:55:58.753142Z,13.0754377853019
pkt_1h_727,BTC-USD,L1,1765540559.7400663,2025-12-12T11:55:59.751511Z,11.444726582814761
pkt_1h_728,BTC-USD,L1,1765540560.7400663,2025-12-12T11:56:00.756937Z,16.87040438281769
pkt_1h_729,BTC-USD,L1,1765540561.7400663,2025-12-12T11:56:01.754681Z,14.61444249333624
pkt_1h_730,BTC-USD,L1,1765540562.7400663,2025-12-12T11:56:02.754171Z,14.104754308301363
pkt_1h_731,BTC-USD,L1,1765540563.7400663,2025-12-12T11:56:03.753222Z,13.155637050663056
pkt_1h_732,BTC-USD,L1,1765540564.7400663,2025-12-12T11:56:04.749070Z,9.003586801710972
pkt_1h_733,BTC-USD,L1,1765540565.7400663,2025-12-12T11:56:05.751605Z,11.538943272526755
pkt_1h_734,BTC-USD,L1,1765540566.7400663,2025-12-12T11:56:06.754093Z,14.02644256206812
pkt_1h_735,BTC-USD,L1,1765540567.7400663,2025-12-12T11:56:07.753603Z,13.53703822934537
pkt_1h_736,BTC-USD,L1,1765540568.7400663,2025-12-12T11:56:08.751914Z,11.8472707520448
pkt_1h_737,BTC-USD,L1,1765540569.7400663,2025-12-12T11:56:09.751578Z,11.512016846177348
pkt_1h_738,BTC-USD,L1,1765540570.7400663,2025-12-12T11:56:10.756066Z,15.999983095078825
pkt_1h_739,BTC-USD,L1,1765540571.7400663,2025-12-12T11:56:11.754908Z,14.841466472021306
pkt_1h_740,BTC-USD,L1,1765540572.7400663,2025-12-12T11:56:12.754056Z,13.989365960065403
pkt_1h_741,BTC-USD,L1,1765540573.7400663,2025-12-12T11:56:13.742507Z,2.4401697777333844
pkt_1h_742,BTC-USD,L1,1765540574.7400663,2025-12-12T11:56:14.743080Z,3.013905368252299
pkt_1h_743,BTC-USD,L1,1765540575.7400663,2025-12-12T11:56:15.746712Z,6.645802197802336
pkt_1h_744,BTC-USD,L1,1765540576.7400663,2025-12-12T11:56:16.763765Z,23.69887928593863
pkt_1h_745,BTC-USD,L1,1765540577.7400663,2025-12-12T11:56:17.763283Z,23.21666895812326
pkt_1h_746,BTC-USD,L1,1765540578.7400663,2025-12-12T11:56:18.753630Z,13.563533883142878
pkt_1h_747,BTC-USD,L1,1765540579.7400663,2025-12-12T11:56:19.755634Z,15.567630149787679
pkt_1h_748,BTC-USD,L1,1765540580.7400663,2025-12-12T11:56:20.751796Z,11.729818398115633
pkt_1h_749,BTC-USD,L1,1765540581.7400663,2025-12-12T11:56:21.749867Z,9.80046516944751
pkt_1h_750,BTC-USD,L1,1765540582.7400663,2025-12-12T11:56:22.761222Z,21.15528309854117
pkt_1h_751,BTC-USD,L1,1765540583.7400663,2025-12-12T11:56:23.742936Z,2.8695975039284782
pkt_1h_752,BTC-USD,L1,1765540584.7400663,2025-12-12T11:56:24.748277Z,8.210609792290724
pkt_1h_753,BTC-USD,L1,1765540585.7400663,2025-12-12T11:56:25.753286Z,13.219488600739131
pkt_1h_754,BTC-USD,L1,1765540586.7400663,2025-12-12T11:56:26.760097Z,20.03063851583116
pkt_1h_755,BTC-USD,L1,1765540587.7400663,2025-12-12T11:56:27.755267Z,15.200401492096375
pkt_1h_756,BTC-USD,L1,1765540588.7400663,2025-12-12T11:56:28.747405Z,7.339043201773447
pkt_1h_757,BTC-USD,L1,1765540589.7400663,2025-12-12T11:56:29.755517Z,15.45037200756211
pkt_1h_758,BTC-USD,L1,1765540590.7400663,2025-12-12T11:56:30.751408Z,11.341336737246108
pkt_1h_759,BTC-USD,L1,1765540591.7400663,2025-12-12T11:56:31.747859Z,7.792742518297146
pkt_1h_760,BTC-USD,L1,1765540592.7400663,2025-12-12T11:56:32.752411Z,12.344561408732087
pkt_1h_761,BTC-USD,L1,1765540593.7400663,2025-12-12T11:56:33.757981Z,17.91454787279993
pkt_1h_762,BTC-USD,L1,1765540594.7400663,2025-12-12T11:56:34.757198Z,17.131636411743195
pkt_1h_763,BTC-USD,L1,1765540595.7400663,2025-12-12T11:56:35.757064Z,16.997488098110892
pkt_1h_764,BTC-USD,L1,1765540596.7400663,2025-12-12T11:56:36.758691Z,18.624460767206422
pkt_1h_765,BTC-USD,L1,1765540597.7400663,2025-12-12T11:56:37.755826Z,15.759705141108816
pkt_1h_766,BTC-USD,L1,1765540598.7400663,2025-12-12T11:56:38.755962Z,15.895247671027253
pkt_1h_767,BTC-USD,L1,1765540599.7400663,2025-12-12T11:56:39.749713Z,9.646682917389397
pkt_1h_768,BTC-USD,L1,1765540600.7400663,2025-12-12T11:56:40.755133Z,15.066949075377353
pkt_1h_769,BTC-USD,L1,1765540601.7400663,2025-12-12T11:56:41.760288Z,20.22216804009949
pkt_1h_770,BTC-USD,L1,1765540602.7400663,2025-12-12T11:56:42.753308Z,13.241175591466318
pkt_1h_771,BTC-USD,L1,1765540603.7400663,2025-12-12T11:56:43.744294Z,4.227827639508277
pkt_1h_772,BTC-USD,L1,1765540604.7400663,2025-12-12T11:56:44.752483Z,12.416514721233785
pkt_1h_773,BTC-USD,L1,1765540605.7400663,2025-12-12T11:56:45.749879Z,9.812334923255952
pkt_1h_774,BTC-USD,L1,1765540606.7400663,2025-12-12T11:56:46.741066Z,1.0
pkt_1h_775,BTC-USD,L1,1765540607.7400663,2025-12-12T11:56:47.754059Z,13.992554110265813
